company_id,type,rule_id,text,confidence_pct
TRENT,PRO,PRO_02,Company has strong Return on Capital Employed of 35.1% (≥15%).,90.2
TRENT,PRO,PRO_04,Company generates positive Free Cash Flow of ₹841 Cr.,62.8
TRENT,PRO,PRO_05,Company has delivered good revenue growth of 36.3% CAGR over last 5 years.,100.0
TRENT,PRO,PRO_06,Company has delivered strong profit growth of 73.1% CAGR over last 5 years.,100.0
TRENT,PRO,PRO_09,Company has strong interest coverage ratio of 6.2x.,61.8
TRENT,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.39.,64.4
TRENT,PRO,PRO_11,Company efficiently utilises assets with an Asset Turnover ratio of 1.50x.,70.0
TRENT,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 0.57x.,62.1
TRENT,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
TRENT,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
TVSMOTOR,PRO,PRO_01,Company has strong Return on Equity of 22.9% (≥15%).,71.9
TVSMOTOR,PRO,PRO_02,Company has strong Return on Capital Employed of 20.7% (≥15%).,68.5
TVSMOTOR,PRO,PRO_05,Company has delivered good revenue growth of 14.2% CAGR over last 5 years.,68.3
TVSMOTOR,PRO,PRO_06,Company has delivered strong profit growth of 19.7% CAGR over last 5 years.,76.5
TVSMOTOR,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 23.0%.,62.4
TVSMOTOR,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
TVSMOTOR,CON,CON_04,Company has negative Free Cash Flow of ₹-2254 Cr.,62.3
TVSMOTOR,CON,CON_07,Company operates on thin net profit margins of 4.5%.,63.8
TVSMOTOR,CON,CON_12,Company's FCF Conversion of -1.27x suggests poor cash realisation from profits.,72.7
TVSMOTOR,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
INDIGO,PRO,PRO_01,Company has strong Return on Equity of 857.0% (≥15%).,100.0
INDIGO,PRO,PRO_02,Company has strong Return on Capital Employed of 1065.7% (≥15%).,100.0
INDIGO,PRO,PRO_03,Company is almost debt free.,90.0
INDIGO,PRO,PRO_04,Company generates positive Free Cash Flow of ₹9424 Cr.,71.4
INDIGO,PRO,PRO_05,Company has delivered good revenue growth of 19.3% CAGR over last 5 years.,76.0
INDIGO,PRO,PRO_06,Company has delivered strong profit growth of 120.7% CAGR over last 5 years.,100.0
INDIGO,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.02.,79.2
INDIGO,PRO,PRO_11,Company efficiently utilises assets with an Asset Turnover ratio of 55.61x.,100.0
INDIGO,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 1.15x.,79.5
INDIGO,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
INDIGO,CON,CON_09,"Company has not paid dividends, offering no income return to shareholders.",65.0
INDIGO,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
ATGL,PRO,PRO_01,Company has strong Return on Equity of 17.1% (≥15%).,63.1
ATGL,PRO,PRO_02,Company has strong Return on Capital Employed of 18.8% (≥15%).,65.6
ATGL,PRO,PRO_05,Company has delivered good revenue growth of 21.1% CAGR over last 5 years.,78.6
ATGL,PRO,PRO_06,Company has delivered strong profit growth of 23.9% CAGR over last 5 years.,82.8
ATGL,PRO,PRO_09,Company has strong interest coverage ratio of 9.1x.,66.1
ATGL,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.37.,65.2
ATGL,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
ATGL,CON,CON_09,"Company has not paid dividends, offering no income return to shareholders.",65.0
ATGL,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
SBIN,PRO,PRO_03,Company is almost debt free.,90.0
SBIN,PRO,PRO_05,Company has delivered good revenue growth of 11.6% CAGR over last 5 years.,64.4
SBIN,PRO,PRO_06,Company has delivered strong profit growth of 83.4% CAGR over last 5 years.,100.0
SBIN,PRO,PRO_07,Company maintains a healthy net profit margin of 15.8%.,63.0
SBIN,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
SBIN,CON,CON_01,Company has low Return on Equity of 0.0% (<10%).,80.0
SBIN,CON,CON_02,Company has low Return on Capital Employed of 0.0% (<10%).,80.0
SBIN,CON,CON_09,"Company has not paid dividends, offering no income return to shareholders.",65.0
SBIN,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
